State,District,Latitude,Longitude,District code,Population,Male,Female,Male_Literate,Female_Literate,Literate,Workers,Non_Workers,Hindus,Muslims,Housholds_with_Electric_Lighting,Households_with_Internet,Primary_Education,Secondary_Education,Literate_Education,Illiterate_Education,Age_Group_0_29,Age_Group_30_49,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_separate_kitchen_Cooking_inside_house,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Location_of_drinking_water_source_Within_the_premises_Households,Household_size_1_to_2_persons,Household_size_3_to_5_persons_Households,Married_couples_1_Households,Married_couples_3_or_more_Households,Power_Parity_Rs_45000_90000,sex_ratio,literacy_rate
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,453449,344873,798322,557196,770733,1181347,48373,161718,5135,266717,109805,910252,417081,799874,352158,13323,31363,5236,8908,248246,179202,37251,222501,177588,29527,147468,189279,7686,161,95.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,727643,468125,1195768,1069893,1741676,1593525,1207442,43290,2561,426625,112955,1485840,1653766,1872943,612012,5041,31983,8513,1645,295636,550065,6185,543136,317350,80376,277849,459413,7782,866,92.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,868733,597269,1466002,837770,1702303,2291133,237353,44456,2362,482199,253142,1833998,784131,1626969,564571,7145,32335,8511,2292,367543,377134,6754,349524,247664,30619,137515,221195,49556,940,93.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,1430936,1072901,2503837,1575079,2126203,2545438,786677,589477,23258,686271,537936,2611982,819734,2211996,909771,33322,230188,34570,43514,614224,580691,138210,106395,422166,85884,415993,515923,35684,1966,92.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,590961,374360,965321,771080,1263683,1772655,250925,62359,1704,386707,120653,1214645,879831,1291235,462080,3258,24398,6235,1339,341709,372571,3728,253728,108991,38997,181580,272892,18917,764,91.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,918507,630166,1548673,938182,2032359,2554330,407348,120373,4644,484502,207136,1822334,1242551,1951688,644874,9821,41377,13978,4767,494402,577162,10968,547417,313654,85210,286725,473100,16403,1029,89.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,937669,635397,1573066,983528,2054238,2487866,537098,174534,6764,524322,247079,1976417,1139715,1952879,674660,8644,47618,13542,8210,447618,540365,13460,437176,250177,59018,264904,430436,19816,1127,88.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,973486,625665,1599151,822493,1905914,2518216,197819,62153,3661,605307,313509,2172525,1005140,1722387,613072,7391,43689,11934,4227,386150,401256,9625,387248,312557,33629,142899,228026,58276,1068,91.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,593544,396263,989807,538322,1168030,1591454,105423,46760,1784,420187,178044,1344677,457814,1074754,375372,5341,26325,7107,2034,244087,254972,4718,240965,188476,20068,88936,144919,37653,653,92.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1125566,691068,1816634,1223640,2713745,3042729,881476,127442,6280,490534,224622,2028545,2203198,2535344,865971,10325,52586,17179,5197,592006,785953,10615,771056,345511,115803,396000,634400,16149,1489,91.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,1368803,928810,2297613,1664062,2727356,3876395,488121,112617,6856,757690,342254,2784730,1953368,2810026,936630,11827,59202,16741,7865,648810,665673,18754,577098,312298,53453,252000,396876,87698,1650,94.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,793905,589093,1382998,728201,1833811,2119262,436057,69375,3707,470828,223776,1736879,977719,1642807,546202,9508,51902,13560,3571,370511,412706,5453,399026,255329,31186,145088,248009,48075,1022,102.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,534385,324203,858588,727571,1032834,1525746,217621,32633,1839,317612,104211,1085477,765297,1135919,392052,4842,18411,8130,1341,275316,300265,5351,162989,66941,30808,132724,203766,24953,654,92.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,374412,244469,618881,365378,759935,1045117,75742,27641,1106,165906,112966,725997,495877,714244,254582,2522,13682,3263,1251,171798,176076,4205,165527,99381,14984,69576,108063,21132,408,92.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,762256,517934,1280190,1013566,2057463,1684589,1365645,60900,2941,444260,133811,1445438,1705551,2054202,660403,5118,35004,8276,2847,333662,595596,11309,580446,314391,91428,297110,505400,8148,1069,92.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,461153,306875,768028,560805,1106081,1486989,175588,40641,1580,233494,100555,925251,903323,1114645,355531,3120,14047,5031,1113,230762,321312,3292,311073,142226,44976,154724,269846,6121,535,89.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,439921,305135,745056,529064,1161336,531236,1149095,58718,1093,235779,42778,769119,945397,1139615,361114,2436,19539,4204,1022,111597,326865,4776,315573,142448,50719,153832,276414,2594,574,95.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,305182,202088,507270,326576,674336,956396,40886,44491,1186,149312,85807,597955,450967,650642,218840,2415,9577,2869,747,146148,158930,3444,127198,75362,12564,64137,101792,14340,376,90.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,517666,316911,834577,777546,1224216,1753829,241760,23236,1397,189431,99437,875510,1202278,1311771,444235,4560,21254,5950,1231,206218,394241,3072,384905,218811,52192,203093,324221,8126,651,91.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,1340085,815253,2155338,1636938,2850441,3652168,818912,113281,5319,771417,303114,2698989,2003079,2860455,1009424,11636,59254,19016,4200,704604,884913,8410,859607,346397,123167,441220,681994,28218,1535,93.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,473741,328076,801817,426658,941107,1252319,110416,90461,2653,158699,147152,849734,498676,860147,316713,3755,24259,6558,2838,236192,248457,11182,184033,126411,28389,130791,199555,9066,554,88.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,1487117,1022115,2509232,1547586,3253476,4032773,745546,180651,10290,743623,299475,2903794,1924438,3016735,1079189,23333,94249,30120,11643,848646,911967,22474,874936,446177,126489,459200,702089,32056,1719,90.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,919558,600375,1519933,1045420,1832233,2669775,198033,101378,4156,486266,274556,1985188,1324385,1829128,642197,7955,29239,12973,3720,444936,464186,17540,390009,223694,43622,191481,297609,46830,1064,92.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,659474,431538,1091012,817041,1402105,1964620,244394,31162,1841,368649,161127,1489517,1091439,1440781,485628,3991,15948,5805,1322,316609,336216,7706,299668,149765,24839,117974,194211,48312,820,94.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1091226,668255,1759481,1478947,2456095,3047427,865090,57546,3495,543965,159563,2182688,1710878,2544205,888205,10911,48435,12934,3094,647438,694531,7910,673647,368844,84988,299420,508159,35133,1347,91.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,2028047,1431632,3459679,1881886,3956579,5356075,439952,546859,40692,1095655,698351,4920726,2590473,3626564,1382654,49821,176114,38617,61156,899309,829728,104162,666585,607942,78118,411646,609661,86592,2325,90.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,1407603,869354,2276957,1737539,3361832,4086453,990349,74979,7719,982506,241118,3150588,2142757,3316422,1122340,19282,78531,24362,5686,898000,967001,9489,945481,470416,130391,447128,747255,34713,1754,90.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,805261,527065,1332326,1143318,2121301,1989420,1255641,86058,4170,360243,119259,1486857,1798786,2155512,696556,8390,40178,9510,4252,246639,624039,8720,606448,314626,92221,304012,517258,10296,1115,92.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1061783,738049,1799832,924879,2035039,2645415,300487,114893,4594,548971,333053,2188753,876443,1875174,673742,10819,49892,12400,4727,432151,433720,15995,412516,356548,35246,166203,260042,58724,588,92.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,506374,298622,804996,649898,1250763,1629254,266620,41342,1668,194897,90182,855188,1151349,1249692,415863,3824,20489,4957,1688,231080,359161,5426,349271,174742,44773,179102,291291,10170,672,91.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,1293575,849305,2142880,1343400,2918166,3800598,452370,88021,5379,710468,284082,2549708,1996651,2766930,913339,10621,56464,16741,4320,733280,829443,10874,797103,352172,113891,404835,657647,27676,1534,91.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,1285767,871687,2157454,1040231,2911631,3534772,406449,94787,4509,693465,361171,2653504,1313700,2516115,847031,10948,68604,15821,5009,586793,628222,8764,578710,381637,52247,226877,384243,70773,1553,95.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,196431,132245,328676,224655,411687,596102,37653,20065,631,110525,52860,409518,305609,413475,136898,1728,6933,2163,635,93800,100345,2119,85547,38651,8345,36901,61869,11485,231,93.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,171645,112053,283698,216372,439874,552492,99342,10004,478,91277,25657,308989,348078,421241,139909,1410,7678,2267,430,135021,147280,830,145016,57924,33670,71746,124984,897,211,89.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,885188,551606,1436794,1114583,2308991,2672311,740101,66263,3460,394422,136500,1635891,1852765,2206340,739982,7292,38576,12246,3144,642364,720630,6856,710373,251811,137053,357069,602916,9470,1150,90.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1115906,814269,1930175,932416,2398048,2712635,608282,52935,3834,612635,355277,2421121,1207119,2115448,713597,10891,64065,14390,4088,502991,535085,6347,518473,358850,42432,191273,323877,61005,1292,99.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,647672,385611,1033283,877682,1351394,1809936,409251,51028,1845,269737,99530,1116063,1220268,1453438,495020,4064,21885,6271,1099,258497,430158,5069,425676,273702,53895,223470,345385,10961,797,93.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1152576,774164,1926740,1060344,2434677,3152346,333980,70001,4810,487594,291392,2271286,1479152,2176701,759132,11316,60246,15248,4366,563063,620927,6879,569778,259500,61912,285265,435592,41647,1254,89.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,465346,340092,805438,404136,651314,852574,51447,231204,44283,118667,124707,731491,184265,602411,303748,60494,109701,14027,67323,226263,112043,110377,6167,202495,39616,144460,162464,5667,3631,82.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,382335,268528,650863,726531,686668,1277975,12413,157646,1782,178766,60936,656234,729550,864272,358157,4227,32802,2574,4002,296904,287405,13252,216583,35465,54310,161211,222252,3836,622,102.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,155599,132021,287620,205871,176085,371973,6984,79146,1574,59489,64730,287961,65864,193671,107367,6573,11397,7650,2779,58346,75560,4092,5617,42589,10504,46905,50624,4063,1214,98.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,932474,664086,1596560,1203197,1460432,2540763,57973,519704,8566,407692,189296,1624001,943112,1625484,655032,13137,84851,9398,17978,586579,561313,37623,385255,143705,121345,321189,464063,13773,952,97.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,303924,242909,546833,402895,396886,777188,10425,148926,1016,148544,65196,572304,214637,461125,213021,3069,30621,2391,2686,161955,156006,6283,97921,37269,27166,92059,113655,7166,322,101.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,1284612,1018766,2303378,1496805,1847067,3129745,83499,614109,16141,573291,309508,2363288,823501,1919832,898241,28840,177048,16940,36672,663000,582952,74863,412665,179501,103268,375703,473520,33807,1369,99.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,280656,214759,495415,487360,364309,629509,15336,76783,567,137681,64188,529825,328438,488965,214455,2442,15547,1633,1252,187151,179774,7347,128661,17829,34107,99333,136893,3619,342,101.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,433391,315368,748759,521186,685454,1133176,30195,202380,4544,188303,89167,780221,410186,729708,309479,8677,55579,4118,11842,263439,232642,29297,144571,71646,55218,153186,208797,4509,521,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,229923,167900,397823,307071,351846,604259,25878,80023,1667,109639,47127,457761,179639,399581,165022,3402,26365,2414,3527,147705,124298,17842,64425,38999,31952,81771,111220,2572,293,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,364089,273874,637963,499260,533494,1008061,12570,212487,961,194739,78583,702532,384764,582544,272009,3546,31472,2205,2279,238810,241908,7773,204391,29289,55394,143728,190249,5334,404,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,542756,408883,951639,690167,803817,1422986,17332,297308,3342,260661,130700,1017307,460166,841958,398257,5979,50302,5270,6693,337072,331942,19805,253248,57621,85832,200941,270070,5825,594,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1059692,880302,1939994,1072969,1561231,2239370,227465,547206,38570,407662,441072,1861740,482420,1414154,748339,43536,158119,85087,53397,574723,463109,119513,65017,338725,100690,362797,418185,14741,1292,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,1493158,1136591,2629749,1757664,2306208,3881485,103038,728556,20261,664470,313247,2674728,1247434,2454299,1038155,30572,177517,18806,39381,803533,739497,86940,564507,207630,142329,462395,623870,31521,1465,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,694686,493255,1187941,1155807,1204079,2126195,81442,253131,2737,338509,135374,1299718,991866,1441436,561915,8096,56480,4330,6399,509518,492651,18701,297286,75066,100529,270986,383510,10044,946,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,104316,46032,150348,105521,85652,171537,16087,49249,1316,28094,26991,119741,20641,122589,52868,3163,14167,1718,2827,47373,14722,33493,14176,37112,11608,30398,26109,720,3631,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1046981,795837,1842818,1123709,1619373,2397056,334858,498326,6628,700258,311849,1886269,669022,1527888,749156,17447,195597,15291,15979,423662,457405,57119,100983,317838,58186,276859,356326,28084,1460,95.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,351738,311322,663060,327658,490350,622213,57941,173951,23440,101521,153887,636063,99538,380926,260533,44342,101378,20197,40352,173494,145651,26362,461,144020,29113,114062,122650,4750,424,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,264085,238342,502427,249590,390947,341664,63623,138810,17624,73039,108989,463596,88577,314480,194872,35031,82436,18811,31413,137639,108881,29829,645,113324,24211,90673,96972,3563,314,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,3025463,2410297,5435760,2594952,4619273,6042416,883238,1456046,126341,1614370,1135058,5805299,1129562,3952858,2043895,174812,692591,77256,228737,1378412,1193694,269205,180755,1286525,182733,880951,1002327,74104,2501,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,558180,437279,995459,657139,857051,1410463,99105,273331,2538,412251,149478,1039194,380595,836343,389892,10236,113906,9469,6639,234962,265928,21529,63392,191055,40657,138082,197142,13587,788,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,874481,676772,1551253,844794,1247951,1798794,250919,378310,9902,560542,283571,1588947,360506,1134962,585093,19352,104613,21978,20391,344329,379759,31488,78937,283725,58103,231623,266912,23887,953,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1048402,656521,1704923,1248600,1871906,2890305,213505,396873,3424,859436,226765,1799274,1207376,1984701,738412,22723,68665,8029,8302,371169,515862,33035,173436,295278,45844,260512,379709,28756,1420,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,623047,495229,1118276,627124,923895,1188204,343511,309091,10257,367060,188539,1056350,273829,844298,442523,21579,104126,12246,20255,308906,279792,44555,58860,204663,50563,190910,225413,11477,782,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1087371,799884,1887255,1150632,1729733,2632574,212863,500757,7297,929286,281250,2103528,508664,1708938,720241,17517,200864,13792,18127,422064,467094,61608,78614,361542,65453,253095,365160,29895,1270,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,582686,447808,1030494,534976,856777,1319586,57273,262539,12107,363156,196456,1049555,246993,769329,391862,26385,106981,10124,25749,206928,234873,41902,26098,222079,37516,163534,185132,15891,1535,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,795140,601394,1396534,847440,1312679,1810443,320805,386538,11573,491009,199634,1320610,502873,1220598,576319,20471,185194,12625,20728,318502,354786,56645,70448,276247,53108,225160,289799,20091,1037,94.0,65.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1046981,795837,1842818,1123709,1619373,2397056,334858,498326,6628,700258,311849,1886269,669022,1527888,749156,17447,195597,15291,15979,423662,457405,57119,100983,317838,58186,276859,356326,28084,1460,95.0,67.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,739239,513080,1252319,776228,1316143,1608921,442355,403294,9631,469402,157284,1150801,581952,1278604,524052,28788,140540,9226,21858,309632,328271,83137,25411,313045,78465,229277,311387,11511,729,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,942480,717763,1660243,933983,1365902,2000884,264482,372226,5710,641541,310341,1749234,482078,1260660,628221,12788,84414,14099,12080,349334,429236,22358,124935,233592,61816,244695,282924,28407,1146,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,847499,655146,1502645,812064,1223000,1885732,136431,385609,7759,467128,266108,1474304,434497,1119451,554432,25163,119579,15705,21611,340058,371860,43193,37879,328355,59628,232736,277438,18980,1004,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,211767,158569,370336,294795,295502,559848,22600,101940,576,146661,52687,380328,192780,336830,157910,2442,18771,2354,1182,116515,115602,4801,74178,40740,19329,62416,81228,4026,321,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,539471,462438,1001909,591834,737838,1225087,78669,267679,6726,266733,190861,967020,261956,673014,390349,18669,115177,10792,16602,281244,262571,25882,115032,157653,43365,177608,193250,10519,612,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,858054,582751,1440805,1097507,1293269,2220974,158513,398937,3456,601358,283648,1575872,781582,1421859,599925,9656,72703,8391,7024,421258,425072,15044,202611,129165,53952,206091,276193,25136,1263,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,494631,343282,837913,554830,788904,1194745,142797,223424,2231,364667,129584,856932,452891,786357,341381,7802,41235,7733,5271,194944,245138,19197,21289,182619,35081,135333,180187,11483,654,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,221621,172057,393678,231169,354280,549749,33565,117040,1653,150643,63458,389163,137119,314886,163777,4395,45156,4008,3545,93729,103353,16208,16239,72890,17436,71173,86848,4720,284,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,1514075,1210981,2725056,1479050,2325508,3397406,361388,747352,21785,913928,540278,2740751,738660,2080568,1052871,55289,428744,30503,52563,689314,644828,111779,79342,605196,94572,446694,530055,35598,1709,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,918625,660109,1578734,1084878,1343711,2260560,148563,438606,5262,597667,333650,1691327,665058,1393131,630963,22379,122399,15518,12807,371683,450063,22065,138770,251245,56824,247442,307792,21195,1265,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,2687468,1883942,4571410,2553542,3527780,5260193,660772,1252452,55694,1332690,896927,4495898,942150,3563443,1740746,106983,530528,39959,112976,1275151,788508,478407,207420,1009087,174440,788695,854742,49399,2970,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,643221,450405,1093626,723500,1032768,1620282,109681,302068,2975,482679,172947,1189959,493427,1033435,439352,10088,99436,6932,8028,268228,306924,26468,32482,198405,46527,166727,232100,15812,923,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,77314,63654,140968,118257,110034,203545,3593,29794,137,59954,14872,149466,91160,146095,51821,991,5662,784,271,47460,46314,1291,23736,5457,5366,21667,32924,1847,124,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,1614087,1278993,2893080,1693473,2472153,3713941,384579,798277,53606,865726,504732,2868332,910219,2213474,1190041,72630,351423,37602,95845,820324,771779,88479,198108,567053,122649,502358,566507,42196,1780,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,655528,515129,1170657,743245,962433,1571147,94034,329218,11020,303197,212318,1093866,405928,944532,485874,23938,128491,10408,21685,346809,297911,58586,189033,163491,50956,208732,240251,13020,817,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,461288,356737,818025,372139,756211,955096,22143,199681,12899,170110,163544,793235,222031,617859,308126,26122,92424,15833,23884,193627,183898,18611,32215,175374,18758,120894,136640,12555,491,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,643158,426713,1069871,623006,1011439,1611031,15515,266244,5292,223049,218631,1093788,459364,964960,405760,16793,66069,10057,11346,289221,293443,11408,68692,164410,21776,175604,198703,20686,756,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,734940,537799,1272739,579229,1230504,1588407,161680,333171,43437,220384,282666,1306146,346567,1095602,481318,63470,152884,20485,64331,334623,276186,69917,114361,253688,34713,201457,244743,17481,729,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,327471,230107,557578,369083,572928,779243,8360,153301,3210,136663,93526,542399,344534,555745,237009,14030,52633,4347,7830,159106,162708,8832,41039,122912,12757,99951,118034,10397,444,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,638666,472450,1111116,544716,969716,1408801,70842,305751,67087,177453,219200,1123831,263720,875531,428101,92934,131478,19984,86768,304118,211728,98060,93746,257287,48612,189075,211628,16024,404,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,670200,444111,1114311,691621,1052310,1701061,21650,285004,10132,230074,202792,1093767,505251,1017830,456536,24642,90721,11379,21142,305078,295628,23078,78490,194669,22962,188751,215575,18978,828,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,399480,276611,676091,326534,631871,945693,8247,168558,5034,109829,145258,627288,201028,549975,245095,14298,52868,11057,9674,170101,168223,12154,36644,114081,13891,105616,114239,11871,407,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,502049,330709,832758,523422,810730,1276669,23016,222462,5263,185626,154773,815843,419624,784085,335704,15836,61694,11087,10485,221117,227870,12316,89084,119784,17274,134056,153267,15718,650,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,385782,260747,646529,373899,700405,974520,8232,187349,3724,158239,117753,662470,369869,630194,265813,12792,59238,6044,8124,173902,189832,7550,77712,114419,15118,111504,128054,11896,491,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,564516,413497,978013,516062,989262,1341002,31650,267223,11163,231354,183590,1004186,429220,884972,380409,26238,108101,9579,20819,252406,258981,19328,51117,225116,23222,161777,189917,15700,730,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,370828,276065,646893,336780,627875,805175,15970,171908,7356,145392,120790,642789,266638,552034,250830,20261,73765,8235,15839,158156,162147,13063,25561,144159,14688,104115,115218,10985,416,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,380440,249815,630255,338584,583504,913251,5660,135455,2624,135849,132765,654072,245602,530000,229392,8538,45775,5274,5827,152743,162961,3691,40151,80378,11918,91491,100023,15919,407,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,229862,175456,405318,211479,349814,490702,23451,103455,18615,73584,69163,388559,119222,309078,157076,29497,49972,7872,27786,103319,78722,24115,5218,82195,13157,65612,74902,5295,196,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,464136,322463,786599,412318,793119,1083936,86622,209965,10024,170565,141473,752884,296212,739075,298764,17466,74923,8489,17705,201026,182191,32473,69876,148894,17992,123573,152367,10817,444,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,375453,261494,636947,337727,562605,889133,5713,152651,5121,120860,139646,635173,206827,518747,230704,12161,58897,8629,10676,159721,156650,9969,37962,114709,14103,97233,105725,12265,359,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,436025,311557,747582,345967,715237,1043887,8185,193120,8482,150903,168499,808357,248795,605741,269354,16545,63575,9432,17402,190149,185204,15541,35577,136781,15759,118044,133362,11401,372,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,456968,325929,782897,502003,793186,940255,9524,215527,6287,201349,134559,792628,412353,750228,334344,24468,75692,7898,13695,215779,219428,12951,26345,196564,17328,135060,157925,16392,569,90.0,60.0
