State,District,Latitude,Longitude,District code,Population,Male,Female,Male_Literate,Female_Literate,Literate,Workers,Non_Workers,Hindus,Muslims,Housholds_with_Electric_Lighting,Households_with_Internet,Primary_Education,Secondary_Education,Literate_Education,Illiterate_Education,Age_Group_0_29,Age_Group_30_49,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_separate_kitchen_Cooking_inside_house,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Location_of_drinking_water_source_Within_the_premises_Households,Household_size_1_to_2_persons,Household_size_3_to_5_persons_Households,Married_couples_1_Households,Married_couples_3_or_more_Households,Power_Parity_Rs_45000_90000,sex_ratio,literacy_rate
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,155599,132021,287620,205871,176085,371973,6984,79146,1574,59489,64730,287961,65864,193671,107367,6573,11397,7650,2779,58346,75560,4092,5617,42589,10504,46905,50624,4063,1214,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,932474,664086,1596560,1203197,1460432,2540763,57973,519704,8566,407692,189296,1624001,943112,1625484,655032,13137,84851,9398,17978,586579,561313,37623,385255,143705,121345,321189,464063,13773,952,97.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,186064,137778,323842,294035,225045,479782,32455,96082,1615,96789,64515,344427,154575,306555,130606,5074,8880,2362,2391,92819,94367,6546,1031,36220,11994,52526,66941,3143,276,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,180555,177536,358091,241931,212837,449412,3711,104120,2521,71107,91184,376978,72551,224044,123941,6665,16955,16840,3438,94440,99538,4452,5691,69696,17767,64353,65041,3478,240,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,408125,245174,653299,443655,660630,1010014,91269,55929,1196,238344,103334,835920,364848,660774,260368,3791,24522,4934,1757,201284,202503,4809,158137,47183,25110,88512,139501,12348,488,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,606443,546197,1152640,675170,834905,1461140,19797,330081,8053,243617,284124,1176288,271892,766581,419172,22727,69192,27803,12858,299890,314828,16832,18358,200604,44900,213017,220761,10052,800,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,36697,24002,60699,56273,27848,64732,448,17865,354,13749,11140,59428,16944,42360,26599,2775,857,923,611,16851,13926,4511,130,11752,5725,9423,10752,235,52,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,174550,133122,307672,269084,168819,415669,2974,91322,2623,77363,58122,310349,103136,244727,120510,8479,6979,2271,3454,90542,80610,12616,1753,46354,15132,53737,62549,2794,239,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,393669,330078,723747,572671,427106,981412,9460,214491,5333,159043,180188,763468,218570,524285,279321,15958,26366,21431,8055,196933,205510,11024,1860,123062,31574,130468,141425,8883,535,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,342846,269796,612642,430926,383084,791449,11810,172754,9177,113536,141490,623801,137576,425721,241956,23107,8186,6859,10363,160066,126522,44241,1382,102066,33411,102290,114928,5765,397,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,205617,157028,362645,280083,249772,476830,33215,91509,2220,100123,67080,368841,140486,310244,136839,7459,17523,5229,3852,76236,83947,10156,8795,39659,10862,47460,61976,4665,274,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,244372,184206,428578,298737,281583,548579,14678,119866,5250,89407,95232,423408,104084,321533,167168,15117,25275,10150,7887,109878,86649,31305,6105,74848,20126,68774,74573,6076,317,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,213281,186434,399715,215346,305827,480138,14275,105929,2412,87913,105204,424468,87735,273223,142351,8059,36913,7736,5342,92378,101443,5195,11627,71588,12478,65541,71424,4086,271,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,138620,80463,219083,151912,258024,187621,220614,61831,596,47350,48359,248131,163565,263576,93189,1804,1550,1265,497,76597,76189,1997,202,25054,8264,40819,60875,1324,467,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,641916,495219,1137135,508622,1021336,1289240,107489,294739,19905,185962,261852,1173121,268279,816827,435895,44063,113156,20542,32191,246479,274859,18255,117098,233123,26422,193158,215803,10378,827,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,56301,29935,86236,51873,88929,10341,108239,15824,235,19083,16938,82938,39854,87532,35561,1847,652,899,249,17751,16646,1419,3289,1963,1523,4991,10366,1643,87,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,228499,160705,389204,200431,416004,540063,64234,109422,1443,82715,91522,426572,181297,357864,160123,4687,23014,3065,2732,94279,114949,2179,31020,52019,9870,67133,87230,4489,340,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,178326,115632,293958,188420,372020,13840,535159,73629,1537,54808,67368,310482,190369,342601,137032,6164,4551,1770,1478,71921,80452,459,13347,50893,2996,32942,55081,3612,430,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,163333,98391,261724,161393,315442,32604,431279,62900,346,72024,46062,288430,164044,304979,109818,1731,2407,1908,276,78572,87711,762,4036,17078,8966,44517,70995,1250,268,89.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,431746,316838,748584,407188,829641,42540,1177342,165403,16413,173309,176409,904049,310225,693238,351561,34586,39804,12717,22024,164293,160923,5135,1563,157176,8952,94928,117581,7640,427,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,197543,124811,322354,243672,311313,489044,59771,73999,1214,80129,55024,330760,194838,339145,140785,3800,8953,1459,2075,67792,90329,2544,4742,21585,6729,47101,62914,4377,492,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,759088,514432,1273520,685368,1376962,1636460,241451,274726,9754,338861,232434,1448037,595924,1261238,510375,21098,108998,10961,22508,363868,292464,67373,137244,139394,39306,203702,269417,19449,1267,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,303902,206159,510061,397690,645196,903179,116710,27037,590,161729,63670,587378,467975,692650,222892,2110,15107,2320,852,173022,176487,2533,85552,29054,17012,75131,122484,12905,356,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,489837,303701,793538,551467,940606,1165140,302626,130193,1944,266292,96331,875351,635544,944961,338413,3714,32553,3976,3384,247077,249689,7201,140518,51356,22703,122204,167640,20691,518,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1014950,707254,1722204,844504,1839983,2149480,431762,427173,11568,501453,305054,1882625,662522,1634835,648876,18631,131398,13811,23334,462184,359496,76629,153604,163958,48335,254604,339234,24696,1305,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,406275,266134,672409,624779,696663,1044726,106865,62110,1193,229259,69525,743623,601078,799323,324226,2912,23058,3086,1785,244559,267228,3967,178206,23295,37071,147147,188539,9036,574,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,405161,248315,653476,571431,751353,1104475,194680,29373,565,195565,87844,716376,557852,860869,284036,2671,16578,2218,934,246623,250350,2997,180798,42515,32063,117461,191754,9354,447,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,783736,469739,1253475,1036277,1409197,1856202,508586,125431,1944,443980,146464,1496125,1047685,1597269,533788,6290,57582,6569,3341,374095,381432,6860,89371,64045,27587,156347,236630,44335,1029,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,376212,228307,604519,552191,761360,937126,289182,43230,874,190777,79430,696847,653464,820367,308639,1754,19859,2481,1458,230346,245973,2288,168876,36301,30015,123999,175196,10349,468,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,321795,237925,559720,487508,537705,309563,51429,31687,831,242580,82114,715941,322119,643579,225871,2181,16146,2529,1114,183322,179247,7713,52883,20129,19433,81595,125906,7491,370,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,258260,168052,426312,326631,464411,550560,164406,49419,808,132014,40613,428897,366012,480895,189889,1632,16906,2377,1057,126493,145904,3164,103482,20557,16551,76917,100935,8399,234,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,209706,140976,350682,313379,413599,473049,69808,38194,340,121529,46142,404807,349277,484084,152720,1268,8012,1000,440,129376,127924,3721,70760,13556,13523,58080,93771,4556,238,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,149568,110139,259707,221332,240458,112378,95012,28769,351,84920,38503,306651,188323,298844,100340,1102,10065,946,677,89434,87210,2967,40470,10565,9611,41588,64996,2687,161,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,206989,145892,352881,404584,495838,410127,322963,31414,328,133770,29934,370163,548434,587976,206826,923,9725,1156,605,154992,175835,2847,139605,11757,24424,93405,133902,3893,301,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,621706,402857,1024563,713175,1226694,1683169,238295,68238,2155,296937,160964,1163521,803424,1244572,425668,8015,29434,7230,2931,340400,346286,6419,239217,93084,37735,163115,248291,18690,654,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1085244,826189,1911433,1142867,1771386,1612239,410759,350908,22538,547583,370847,2246309,613855,1742293,725938,34053,141089,19068,43660,535287,461581,79680,211799,199059,56328,294024,384633,22402,1319,95.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,287303,195960,483263,490202,660365,628044,398243,34879,591,171416,52248,531397,637296,745027,261849,1285,10359,1611,808,201676,217420,4553,148110,44115,27770,112655,167627,6039,404,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,191991,151492,343483,288645,310933,201524,15103,16865,423,130068,47836,397514,191341,357859,143560,1158,9742,1190,476,113047,111052,4279,43565,9151,15033,55943,81090,2013,214,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,641388,472024,1113412,818081,1071671,1634229,219991,301389,3745,385986,171505,1170429,608843,1123443,465706,9726,69279,14552,7247,347234,287059,54451,99744,102487,42474,183541,229586,23049,811,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,385311,303438,688749,459891,531032,890429,92252,214253,3729,168165,166677,705888,205062,535765,278153,10389,69005,10920,7181,216427,163974,55447,65318,59332,32919,144124,156406,6614,380,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,1725548,1326484,3052032,2105668,2673993,4038331,528412,808827,17560,1057297,532584,3282133,1346776,2669348,1251116,35104,228887,48042,31642,937023,811672,126662,262330,340306,119801,550977,644950,48893,1973,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,813440,608181,1421621,1116880,1335715,2103633,320834,440374,9626,529576,203139,1468497,787762,1487013,617276,14163,111250,20960,17678,445290,366781,102920,70652,164676,52024,267798,338539,20496,973,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,597198,445475,1042673,702608,1000692,1289709,335184,271439,3971,474921,181076,1212360,515395,1018195,397120,9724,44813,28962,6751,249676,278386,30830,93538,92061,30167,150730,216975,15020,735,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,54076,32843,86919,134525,120705,245151,1617,12516,117,22787,7192,80069,163278,167348,63802,305,2625,513,156,44058,47682,1846,41215,2460,8837,25936,35090,506,528,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,730566,517702,1248268,927722,1249609,1786830,369588,326594,4987,430477,182756,1253491,746979,1295274,527085,11722,67663,21320,9673,377850,338321,55083,142779,104504,41669,202950,269069,28159,860,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,438257,380088,818345,565774,572187,1004553,101235,238505,4510,257550,177585,891309,204371,564994,341380,15446,59192,38308,6865,264535,216586,41283,46657,108037,40291,182344,194153,5721,538,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,607188,480204,1087392,856587,802869,1520553,128751,307257,5711,332648,217567,1164789,452975,891230,460057,7425,55959,18143,6484,311189,298987,46758,112447,86859,40589,213641,243077,12905,699,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,720637,587903,1308540,875207,1070290,1658465,265805,372671,7320,446793,269748,1476376,467414,1068518,538551,15449,90291,23773,15464,391623,320621,73448,109075,121315,42195,249307,285888,15775,865,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,711776,589888,1301664,784833,1062190,1390020,386834,347962,15013,383041,227113,1363803,428556,1017935,505688,21127,91208,24241,27168,366405,275419,87134,40704,213137,44413,223035,259494,17758,801,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,397178,302999,700177,495722,568848,907750,143665,198064,3373,244640,105150,702799,306138,601578,279069,5205,30957,10794,4457,212163,175742,32788,29366,63805,27127,121985,146711,10233,479,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,828359,599009,1427368,1087028,1479298,2011014,513125,404767,9752,579057,290570,1596603,883704,1570719,604665,12872,73797,29585,16365,408341,378218,79335,138402,146124,45331,217746,321938,25287,1552,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,668836,556420,1225256,903580,872841,1630814,120011,400702,4851,354480,292369,1340398,401227,877340,522039,14979,97603,40596,9263,421599,363138,57085,140251,147920,62835,290412,311242,8430,773,101.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,603793,481650,1085443,730066,867602,1281878,297927,295937,2456,430529,158442,1188358,383494,904453,426094,5681,47577,12071,4509,318534,280133,37221,70577,91633,35646,195266,229883,13722,671,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,215302,197575,412877,278938,275581,448986,87274,113931,3308,111562,86232,430787,91352,276918,163360,16963,22161,21188,4548,134858,93366,22511,16972,76018,28147,89880,100643,1952,255,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,564110,452109,1016219,717872,818529,1305431,199873,309494,5051,289841,225498,1079088,399089,841499,419380,9208,85198,23838,10291,314509,261316,60630,95198,85949,42532,200532,232108,10062,1007,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,468785,340300,809085,654766,735154,1218024,161770,223166,2135,357098,113028,946512,472182,855430,330393,6211,45100,8929,4246,245348,212484,41112,57314,58883,27857,131395,175862,14711,577,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,638668,510981,1149649,871408,934361,1712695,77801,391033,3367,309476,308624,1270494,504734,902307,527236,8188,96273,28508,6547,415226,370797,47339,84217,160714,59667,281659,297441,10999,779,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1063766,898414,1962180,1314268,1686859,2631985,290549,640868,28397,537686,452412,2063359,747237,1580116,865220,40420,211066,37642,49016,669758,529209,139947,102506,409885,95305,457208,498019,16156,1222,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,577213,402556,979769,903413,1025399,1634062,272022,314547,5200,385673,153346,997638,783126,1196670,465173,11104,70603,18739,8915,317276,300223,48296,76635,86575,38538,178262,245971,18639,807,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,674938,588078,1263016,780598,972155,1479424,234664,363835,8791,385978,251095,1383122,355222,913150,513297,20781,111532,30873,16632,391602,315329,77868,43431,181024,52344,269559,292771,9248,796,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1006024,807367,1813391,1354646,1324334,2413812,245923,562769,7971,500593,423738,1969712,686274,1351461,760936,14929,137806,53802,16675,599045,532693,93096,192247,163780,99901,407282,441261,15383,1186,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,465704,460725,926429,513241,664120,1009179,96740,224814,9070,286193,178094,1018426,204028,559565,340903,21349,65169,23229,13822,240112,220662,21037,12889,185404,34358,136103,156127,9418,518,109.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,890552,962245,1852797,804471,1323318,1460447,224545,507913,28842,334339,573306,1991380,163991,891512,648522,42404,144891,77782,41112,495156,496464,24772,75715,384239,80987,368315,367040,8908,1012,110.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,1425723,1429953,2855676,1249343,2033045,1509557,514397,771287,88737,446380,702511,2848777,268315,1396968,1024720,135307,322394,68129,132533,770185,689970,88824,7550,635670,109005,568385,580054,12193,1594,103.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,471881,451129,923010,516363,592611,541854,82206,244844,8250,166604,261237,958204,126589,494456,352163,21976,35855,20807,11163,265219,222531,26014,11282,114778,43326,192158,204760,2977,508,101.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,1012956,1125478,2138434,824116,1698887,1509592,742483,511167,32653,487016,540383,2290106,279352,1187177,741984,44108,76530,62097,34105,533052,507341,28563,13746,440610,74153,330674,350621,20104,1272,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,516476,521016,1037492,462998,844377,729987,486913,237670,10378,268084,238900,1068310,212905,688763,369883,19438,34267,32813,12210,261196,240351,22502,40573,195593,31012,157758,179252,10603,607,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,1074345,1165928,2240273,912025,1723350,1697635,508500,630767,31542,406592,595191,2341963,231286,1177359,795245,58867,144080,98910,42989,640554,597009,51410,5294,568555,103503,466519,455971,9925,1228,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,861592,888206,1749798,735735,1238816,983598,126499,464039,37849,271496,475724,1793308,134393,811653,596302,73096,122177,57483,50903,467182,434540,37276,7562,350435,70095,330354,346188,6177,918,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,1266939,1348504,2615443,948981,2137312,1734958,1211131,641660,36791,564392,630818,2744977,335520,1487644,909581,54277,149330,99037,51258,660228,638772,35910,14347,542267,84108,444561,459312,25527,1476,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,1597404,1713911,3311315,1062424,3050496,1135259,2888849,730119,27909,770417,933793,3572086,622345,2406005,1041361,59145,138096,77464,43503,739014,719609,47021,25795,628805,69135,425449,482615,51784,1776,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,1122600,1116892,2239492,1042340,1767594,1875980,812936,587583,27162,492864,572412,2371669,439934,1395222,802611,43458,145549,44746,36289,592131,575878,39417,35861,450438,89212,394623,419607,24296,1253,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,1354857,1430551,2785408,1231669,2069758,2194057,452915,783872,71621,460690,682156,2838716,309042,1488441,989238,96456,220675,92401,94612,796526,727418,83983,17578,698056,141266,568815,579574,13652,1611,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,1282261,1396287,2678548,1095727,2025473,1823442,532839,721625,56148,445696,821831,2787333,307665,1394214,931841,84016,220583,99998,79552,720918,683102,48702,58189,622975,114774,499304,508265,19542,1548,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,328136,317449,645585,340077,477343,404460,234185,149864,4712,144896,184266,678654,131211,412806,246590,13027,22721,16555,6438,172322,166448,12409,6025,111648,23259,125105,131870,3879,385,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,254120,182475,436595,346471,402766,686524,21473,81338,1290,115716,58536,458365,271733,444954,193520,2895,29063,2908,3062,162326,146164,16275,71183,47278,33559,90782,119931,3817,307,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,290304,178805,469109,315270,529801,778214,40707,84720,619,117053,51499,435809,359525,535410,194772,2373,23638,2816,1332,161138,162759,5484,120390,30468,26584,85945,126578,5473,337,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,626468,521155,1147623,893014,808684,1519384,38542,277927,1712,312640,168635,1215160,493415,969773,453605,4045,46168,7640,4072,373515,366925,16421,216480,87044,66352,230275,289159,6105,668,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,313642,236284,549926,653897,731984,1318869,58222,181139,1158,137116,59100,503604,825034,923665,302833,3102,31152,3163,2713,236395,224957,12865,130983,48225,23322,102717,164033,14168,561,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,529783,409986,939769,786980,788382,1505745,37590,230974,2109,232532,140402,982706,603098,938819,392728,5740,59230,11017,5615,317408,284681,23266,170964,68321,41971,178031,240032,6778,678,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,676513,418404,1094917,520768,1182237,1595400,66776,107819,1166,261162,140743,957870,388473,1040736,399676,4463,46137,5223,2276,285941,288622,7464,225700,51290,32208,126610,184647,25960,712,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,920314,740376,1660690,867457,1503604,1755861,525434,452912,40788,303171,211371,1506450,462581,1405814,625594,60383,213130,26655,73852,477778,357177,107036,159967,237019,63397,282108,365600,14064,977,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,233073,175606,408679,328339,429508,552526,180840,112420,986,119468,57058,429454,317962,469838,181605,2142,22453,2568,2394,136804,124087,12487,32082,50687,17357,72437,102698,5673,342,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,572010,371023,943033,751797,1010578,1676918,70351,176056,1880,236054,112961,925604,770268,1112636,394060,6206,48339,5312,4684,353944,354948,12483,199315,47529,58265,169728,268197,13931,771,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,731294,562904,1294198,957984,1132938,1923920,100692,344875,3588,336391,215098,1353819,663446,1232263,535316,8235,75332,12765,8969,427305,376356,34728,159900,102108,59289,244209,316832,9240,914,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,445737,301978,747715,574595,689624,1186420,47966,187731,1432,217296,95032,771117,469038,768929,312593,3031,28333,5284,2473,288272,283661,10655,153855,36196,64022,168849,233178,3332,547,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,303815,187630,491445,321160,465594,747693,28483,97696,616,131372,73398,513988,260076,473097,195131,2897,25575,2856,1382,150242,153252,4235,111992,33638,23731,82921,109942,6863,385,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,550716,374653,925369,742676,821039,1376591,174259,270457,3518,225380,125772,897959,565365,943954,388648,9017,77281,8237,7862,291655,278354,18785,191227,69986,36633,160739,203951,16709,679,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,638479,438859,1077338,1027974,1157819,2051219,116202,349639,2388,244058,134279,978149,1021851,1377326,533243,8080,85477,7096,5900,409621,378227,33109,219663,89435,50306,209444,289239,19426,897,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,222759,155955,378714,389925,314599,605435,6736,62372,554,113875,49277,398176,295655,419531,181841,1291,7979,1759,754,165866,162879,4301,92203,10050,36568,96460,124088,2172,274,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,400537,253443,653980,514897,726622,1172248,49203,144248,2482,157141,79924,618849,578034,793150,285176,5968,43568,4328,4802,232368,224082,13478,144013,50611,33161,119065,176507,9517,498,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,803114,554096,1357210,685311,1346725,1835299,141735,306859,15779,235924,193082,1253339,554486,1218319,519728,21313,126189,15878,30277,345303,316586,45158,181937,177949,36335,188922,250533,22172,797,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,203807,148743,352550,230979,339486,527462,38640,95066,986,87733,46556,347639,177731,347774,138882,3556,30952,2312,2269,106844,99039,7072,65843,38378,13458,56810,78532,4395,240,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,469199,341445,810644,478082,763268,1175203,52269,198076,2871,183156,119682,791254,344492,730768,318232,7335,67460,5440,7754,242346,217340,25354,148616,108846,33099,137955,183631,7376,559,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,1289631,1019499,2309130,1268195,2008502,2728225,415142,593576,48691,472233,362209,2366526,718174,1877270,894464,64865,286973,35467,88099,602097,457287,134832,291978,302125,64254,347858,406052,43855,1438,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,980307,776161,1756468,1005624,1457665,2159065,203652,452023,20443,352284,268333,1685390,540029,1387369,679185,26487,154678,19978,40531,495406,434882,64448,251028,187442,73181,309266,375065,15623,1105,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,214582,137499,352081,515121,509927,960925,15733,125411,744,79781,38236,307994,775664,684200,220769,2215,20076,1463,1718,204203,197972,7149,149362,19449,17169,88532,147430,7995,706,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,460583,330190,790773,543874,748168,1240650,37232,172416,2179,207366,112242,820953,465374,778414,326582,3958,35359,4570,4652,275663,268593,16045,192309,55142,53016,158431,217518,5599,528,95.0,61.0
